Input00Weight,Input01Weight,Input02Weight,Input10Weight,Input11Weight,Input12Weight,InputBias00Weight,InputBias01Weight,InputBias02Weight,Hidden000Weight,Hidden010Weight,Hidden020Weight,Hidden0Bias0Weight,Expected,Learned,Error
-976,249,-1000,-972,249,-698,-125,-333,-908,-548,-399,-428,-784,0,96,36
-979,260,-1003,-976,255,-702,-129,-328,-912,-544,-407,-424,-792,256,214,6
-982,266,-1006,-979,259,-705,-95,-316,-915,-531,-393,-399,-821,0,182,129
-986,248,-1010,-983,240,-709,-80,-331,-919,-550,-371,-412,-813,0,-141,77
-990,230,-1014,-986,230,-712,-72,-348,-923,-567,-362,-425,-805,256,195,14
-993,219,-1017,-989,223,-715,-30,-352,-926,-573,-341,-415,-820,0,84,27
-996,211,-1020,-993,215,-719,-10,-359,-930,-581,-333,-414,-826,256,217,5
-1000,203,-1024,-996,210,-722,1,-367,-934,-589,-330,-417,-828,256,221,4
-1003,198,-1027,-999,206,-725,-45,-379,-938,-594,-350,-442,-808,0,-112,49
-1003,198,-1027,-999,206,-725,-45,-379,-938,-594,-350,-442,-808,256,237,1
-1006,226,-1030,-1002,235,-728,-68,-354,-941,-574,-363,-432,-824,0,160,100
-1009,248,-1033,-1005,257,-731,-83,-334,-944,-557,-376,-421,-840,0,33,4
-1012,260,-1036,-1009,258,-735,-94,-334,-948,-556,-387,-424,-841,256,187,18
-1015,267,-1039,-1012,259,-738,-60,-325,-951,-548,-376,-405,-865,0,102,40
-1019,243,-1043,-1015,259,-741,-45,-348,-955,-563,-377,-416,-859,256,144,49
-1019,243,-1043,-1015,259,-741,-45,-348,-955,-563,-377,-416,-859,0,-20,1
-1023,211,-1047,-1019,239,-745,-37,-380,-959,-590,-369,-440,-840,0,-82,26
-1023,211,-1047,-1019,239,-745,-37,-380,-959,-590,-369,-440,-840,0,11,0
-1026,218,-1050,-1022,254,-748,-33,-373,-962,-587,-371,-435,-850,0,83,26
-1030,217,-1054,-1025,259,-751,-32,-374,-966,-590,-373,-437,-853,256,227,3
-1034,214,-1058,-1028,261,-754,-33,-377,-970,-594,-376,-440,-855,256,228,3
-1037,211,-1061,-1032,259,-758,-35,-383,-974,-600,-380,-446,-855,256,220,5
-1040,227,-1064,-1035,277,-761,-37,-368,-977,-590,-388,-436,-871,0,62,15
-1044,223,-1068,-1039,274,-765,-40,-373,-981,-595,-389,-441,-871,0,-36,5
-1044,223,-1068,-1039,274,-765,-40,-373,-981,-595,-389,-441,-871,0,4,0
-1047,222,-1071,-1043,268,-769,-44,-381,-985,-602,-393,-448,-869,256,211,7
-1051,218,-1075,-1046,264,-772,-48,-388,-989,-608,-397,-454,-867,256,232,2
-1054,215,-1078,-1049,261,-775,-22,-390,-992,-610,-389,-446,-879,0,53,10
-1057,227,-1081,-1052,273,-778,-10,-377,-995,-601,-390,-432,-897,0,46,8
-1060,232,-1084,-1056,271,-782,-4,-379,-999,-603,-393,-430,-903,256,203,10
-1064,231,-1088,-1059,270,-785,-2,-383,-1003,-607,-398,-432,-906,256,218,5
-1068,227,-1092,-1062,268,-788,-2,-389,-1007,-613,-404,-436,-907,256,221,4
-1068,227,-1092,-1062,268,-788,-2,-389,-1007,-613,-404,-436,-907,0,-20,1
-1071,224,-1095,-1065,266,-791,-52,-399,-1011,-618,-427,-460,-889,0,-97,36
-1071,224,-1095,-1065,266,-791,-52,-399,-1011,-618,-427,-460,-889,256,238,1
-1074,221,-1098,-1068,264,-794,-36,-401,-1014,-619,-424,-456,-899,0,78,23
-1077,218,-1101,-1071,262,-797,-18,-402,-1017,-621,-420,-450,-910,0,25,2
-1080,215,-1104,-1075,258,-801,-9,-406,-1021,-625,-419,-449,-916,256,227,3
-1083,212,-1107,-1079,253,-805,-5,-411,-1025,-630,-420,-451,-919,256,228,3
-1086,209,-1110,-1082,249,-808,-43,-419,-1029,-635,-436,-468,-906,0,-69,18
-1086,209,-1110,-1082,249,-808,-43,-419,-1029,-635,-436,-468,-906,256,244,0
-1089,245,-1113,-1085,285,-811,-62,-385,-1032,-616,-449,-455,-925,0,118,54
-1092,262,-1116,-1089,297,-815,-76,-374,-1036,-612,-459,-455,-932,256,212,7
-1096,267,-1120,-1092,305,-818,-86,-372,-1040,-612,-467,-458,-936,256,216,6
-1099,270,-1123,-1096,296,-822,-93,-384,-1044,-620,-474,-468,-932,256,190,17
-1103,243,-1127,-1100,263,-826,-99,-418,-1048,-648,-465,-498,-908,0,-124,60
-1103,243,-1127,-1100,263,-826,-99,-418,-1048,-648,-465,-498,-908,256,245,0
-1103,243,-1127,-1100,263,-826,-99,-418,-1048,-648,-465,-498,-908,256,244,0
-1106,229,-1130,-1103,245,-829,-58,-431,-1051,-656,-443,-494,-917,0,193,145
-1109,261,-1133,-1106,274,-832,-39,-400,-1054,-638,-436,-470,-946,0,138,74
-1109,261,-1133,-1106,274,-832,-39,-400,-1054,-638,-436,-470,-946,0,13,0
-1113,274,-1137,-1109,286,-835,-29,-388,-1058,-632,-433,-460,-961,256,228,3
-1116,282,-1140,-1113,286,-839,-24,-388,-1062,-633,-434,-459,-967,256,207,9
-1120,279,-1144,-1116,286,-842,-23,-395,-1066,-639,-437,-464,-967,256,207,9
-1124,251,-1148,-1120,260,-846,-24,-425,-1070,-666,-428,-490,-946,0,-112,49
-1124,251,-1148,-1120,260,-846,-24,-425,-1070,-666,-428,-490,-946,0,0,0
-1124,251,-1148,-1120,260,-846,-24,-425,-1070,-666,-428,-490,-946,256,239,1
-1124,251,-1148,-1120,260,-846,-24,-425,-1070,-666,-428,-490,-946,256,241,0
-1124,251,-1148,-1120,260,-846,-24,-425,-1070,-666,-428,-490,-946,256,241,0
-1124,251,-1148,-1120,260,-846,-24,-425,-1070,-666,-428,-490,-946,256,239,1
-1127,259,-1151,-1123,270,-849,-25,-418,-1073,-666,-430,-489,-952,0,66,17
-1130,268,-1154,-1126,280,-852,-27,-410,-1076,-663,-434,-486,-960,0,23,2
-1133,272,-1157,-1130,283,-856,-30,-408,-1080,-663,-438,-486,-964,256,231,2
-1133,272,-1157,-1130,283,-856,-30,-408,-1080,-663,-438,-486,-964,0,-1,0
-1137,260,-1161,-1134,270,-860,-34,-421,-1084,-674,-436,-497,-957,0,-44,7
-1137,260,-1161,-1134,270,-860,-34,-421,-1084,-674,-436,-497,-957,256,240,1
-1137,260,-1161,-1134,270,-860,-34,-421,-1084,-674,-436,-497,-957,256,240,1
-1140,254,-1164,-1137,263,-863,-21,-427,-1087,-680,-430,-497,-962,0,26,2
-1140,254,-1164,-1137,263,-863,-21,-427,-1087,-680,-430,-497,-962,0,-13,0
-1140,254,-1164,-1137,263,-863,-21,-427,-1087,-680,-430,-497,-962,256,240,1
-1143,272,-1167,-1140,280,-866,-16,-409,-1090,-670,-432,-484,-980,0,64,16
-1147,265,-1171,-1144,272,-870,-15,-416,-1094,-677,-428,-489,-979,0,-46,8
-1150,262,-1174,-1148,267,-874,-16,-421,-1098,-682,-428,-493,-981,256,233,2
-1150,262,-1174,-1148,267,-874,-16,-421,-1098,-682,-428,-493,-981,256,236,1
-1150,262,-1174,-1148,267,-874,-16,-421,-1098,-682,-428,-493,-981,256,237,1
-1150,262,-1174,-1148,267,-874,-16,-421,-1098,-682,-428,-493,-981,0,19,1
-1153,259,-1177,-1151,263,-877,-50,-428,-1102,-687,-440,-509,-970,0,-51,10
-1156,256,-1180,-1154,260,-880,-25,-430,-1105,-688,-431,-502,-983,0,73,20
-1156,256,-1180,-1154,260,-880,-25,-430,-1105,-688,-431,-502,-983,256,241,0
-1156,256,-1180,-1154,260,-880,-25,-430,-1105,-688,-431,-502,-983,0,-16,1
-1159,275,-1183,-1157,279,-883,-16,-410,-1108,-676,-433,-486,-1005,0,62,15
-1162,283,-1186,-1161,284,-887,-12,-404,-1112,-673,-435,-480,-1016,256,225,3
-1166,262,-1190,-1165,261,-891,-11,-426,-1116,-694,-426,-498,-1003,0,-103,41
-1169,262,-1193,-1168,260,-894,-11,-426,-1119,-698,-426,-500,-1006,0,31,3
-1172,271,-1196,-1171,268,-897,-11,-417,-1122,-694,-429,-495,-1017,0,33,4
-1175,275,-1199,-1174,271,-900,-66,-418,-1126,-694,-450,-515,-1004,0,-93,33
-1178,277,-1202,-1177,272,-903,-44,-414,-1129,-689,-444,-506,-1019,0,91,32
-1181,278,-1205,-1181,270,-907,-38,-415,-1133,-688,-444,-505,-1026,256,232,2
-1185,276,-1209,-1184,269,-910,-35,-418,-1137,-690,-445,-507,-1030,256,229,2
-1188,275,-1212,-1187,267,-913,-49,-423,-1141,-692,-452,-514,-1028,0,-23,2
-1188,275,-1212,-1187,267,-913,-49,-423,-1141,-692,-452,-514,-1028,256,236,1
-1188,275,-1212,-1187,267,-913,-49,-423,-1141,-692,-452,-514,-1028,256,234,1
-1192,265,-1216,-1191,257,-917,-57,-435,-1145,-700,-455,-525,-1023,0,-23,2
-1195,259,-1219,-1194,251,-920,-19,-439,-1148,-702,-443,-516,-1038,0,72,20
-1195,259,-1219,-1194,251,-920,-19,-439,-1148,-702,-443,-516,-1038,256,239,1
-1198,275,-1222,-1197,267,-923,-1,-422,-1151,-692,-442,-501,-1059,0,54,11
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,0,-62,15
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,256,236,1
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,256,236,1
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,256,236,1
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,256,236,1
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,256,236,1
-1202,261,-1226,-1201,253,-927,9,-436,-1155,-703,-436,-509,-1057,256,234,1
-1205,255,-1229,-1204,247,-930,-53,-448,-1159,-709,-456,-538,-1034,0,-145,82
-1208,251,-1232,-1207,243,-933,-41,-452,-1162,-710,-451,-538,-1040,0,69,18
-1211,248,-1235,-1210,240,-936,-21,-454,-1165,-711,-445,-534,-1049,0,28,3
-1214,245,-1238,-1213,237,-939,-39,-459,-1169,-714,-452,-542,-1045,0,-41,6
-1217,285,-1241,-1216,277,-942,-47,-420,-1172,-693,-459,-522,-1069,0,144,81
-1221,278,-1245,-1220,270,-946,-54,-428,-1176,-703,-455,-532,-1062,0,-86,28
-1221,278,-1245,-1220,270,-946,-54,-428,-1176,-703,-455,-532,-1062,256,235,1
-1221,278,-1245,-1220,270,-946,-54,-428,-1176,-703,-455,-532,-1062,256,235,1
-1221,278,-1245,-1220,270,-946,-54,-428,-1176,-703,-455,-532,-1062,256,235,1
-1224,276,-1248,-1223,268,-949,-38,-429,-1179,-706,-447,-528,-1070,0,33,4
-1224,276,-1248,-1223,268,-949,-38,-429,-1179,-706,-447,-528,-1070,256,234,1
-1228,263,-1252,-1227,255,-953,-32,-442,-1183,-716,-441,-534,-1067,0,-29,3
-1228,263,-1252,-1227,255,-953,-32,-442,-1183,-716,-441,-534,-1067,256,240,1
-1231,255,-1255,-1230,247,-956,-53,-452,-1187,-724,-447,-546,-1059,0,-36,5
-1231,255,-1255,-1230,247,-956,-53,-452,-1187,-724,-447,-546,-1059,256,245,0
-1234,250,-1258,-1233,242,-959,-32,-456,-1190,-727,-439,-542,-1067,0,49,9
-1234,250,-1258,-1233,242,-959,-32,-456,-1190,-727,-439,-542,-1067,256,244,0
-1237,285,-1261,-1236,277,-962,-24,-420,-1193,-707,-440,-518,-1095,0,124,60
-1241,275,-1265,-1240,267,-966,-20,-429,-1197,-718,-432,-526,-1091,0,-91,32
-1245,270,-1269,-1243,264,-969,-19,-434,-1201,-725,-430,-531,-1090,256,229,2
-1245,270,-1269,-1243,264,-969,-19,-434,-1201,-725,-430,-531,-1090,256,234,1
-1249,264,-1273,-1246,261,-972,-20,-440,-1205,-731,-430,-536,-1090,256,233,2
-1249,264,-1273,-1246,261,-972,-20,-440,-1205,-731,-430,-536,-1090,256,237,1
-1249,264,-1273,-1246,261,-972,-20,-440,-1205,-731,-430,-536,-1090,256,237,1
-1249,264,-1273,-1246,261,-972,-20,-440,-1205,-731,-430,-536,-1090,256,237,1
-1249,264,-1273,-1246,261,-972,-20,-440,-1205,-731,-430,-536,-1090,256,237,1
-1252,271,-1276,-1249,269,-975,-21,-433,-1208,-728,-433,-533,-1098,0,32,4
-1255,273,-1279,-1253,270,-979,-24,-433,-1212,-729,-436,-534,-1102,256,233,2
-1258,274,-1282,-1256,270,-982,-83,-438,-1216,-732,-458,-555,-1086,0,-91,32
-1258,274,-1282,-1256,270,-982,-83,-438,-1216,-732,-458,-555,-1086,256,241,0
-1258,274,-1282,-1256,270,-982,-83,-438,-1216,-732,-458,-555,-1086,256,240,1
-1258,274,-1282,-1256,270,-982,-83,-438,-1216,-732,-458,-555,-1086,256,240,1
-1258,274,-1282,-1256,270,-982,-83,-438,-1216,-732,-458,-555,-1086,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,112,49
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
